pass,    time (ms),    total time (ms),    time,     total_time
287,    1674,    860551,    000h 00m 01.674s,    000h 14m 20.551s
288,    1541,    862092,    000h 00m 01.541s,    000h 14m 22.092s
289,    1605,    863697,    000h 00m 01.605s,    000h 14m 23.697s
290,    1487,    865184,    000h 00m 01.487s,    000h 14m 25.184s
291,    1407,    866591,    000h 00m 01.407s,    000h 14m 26.591s
292,    1398,    867989,    000h 00m 01.398s,    000h 14m 27.989s
293,    1717,    869706,    000h 00m 01.717s,    000h 14m 29.706s
294,    1545,    871251,    000h 00m 01.545s,    000h 14m 31.251s
295,    1732,    872983,    000h 00m 01.732s,    000h 14m 32.983s
296,    1472,    874455,    000h 00m 01.472s,    000h 14m 34.455s
297,    1704,    876159,    000h 00m 01.704s,    000h 14m 36.159s
298,    1599,    877758,    000h 00m 01.599s,    000h 14m 37.758s
299,    1732,    879490,    000h 00m 01.732s,    000h 14m 39.490s
300,    1634,    881124,    000h 00m 01.634s,    000h 14m 41.124s
301,    1650,    882774,    000h 00m 01.650s,    000h 14m 42.774s
302,    1520,    884294,    000h 00m 01.520s,    000h 14m 44.294s
303,    1519,    885813,    000h 00m 01.519s,    000h 14m 45.813s
304,    1708,    887521,    000h 00m 01.708s,    000h 14m 47.521s
305,    1504,    889025,    000h 00m 01.504s,    000h 14m 49.025s
306,    1676,    890701,    000h 00m 01.676s,    000h 14m 50.701s
307,    1721,    892422,    000h 00m 01.721s,    000h 14m 52.422s
308,    1461,    893883,    000h 00m 01.461s,    000h 14m 53.883s
309,    1715,    895598,    000h 00m 01.715s,    000h 14m 55.598s
310,    1495,    897093,    000h 00m 01.495s,    000h 14m 57.093s
311,    1629,    898722,    000h 00m 01.629s,    000h 14m 58.722s
312,    1576,    900298,    000h 00m 01.576s,    000h 15m 00.298s
313,    1576,    901874,    000h 00m 01.576s,    000h 15m 01.874s
314,    1553,    903427,    000h 00m 01.553s,    000h 15m 03.427s
315,    1516,    904943,    000h 00m 01.516s,    000h 15m 04.943s
316,    1673,    906616,    000h 00m 01.673s,    000h 15m 06.616s
317,    1603,    908219,    000h 00m 01.603s,    000h 15m 08.219s
318,    1528,    909747,    000h 00m 01.528s,    000h 15m 09.747s
319,    1457,    911204,    000h 00m 01.457s,    000h 15m 11.204s
320,    1628,    912832,    000h 00m 01.628s,    000h 15m 12.832s
321,    1592,    914424,    000h 00m 01.592s,    000h 15m 14.424s
322,    1597,    916021,    000h 00m 01.597s,    000h 15m 16.021s
323,    1659,    917680,    000h 00m 01.659s,    000h 15m 17.680s
324,    1457,    919137,    000h 00m 01.457s,    000h 15m 19.137s
325,    1626,    920763,    000h 00m 01.626s,    000h 15m 20.763s
326,    1520,    922283,    000h 00m 01.520s,    000h 15m 22.283s
327,    1510,    923793,    000h 00m 01.510s,    000h 15m 23.793s
328,    1478,    925271,    000h 00m 01.478s,    000h 15m 25.271s
329,    1506,    926777,    000h 00m 01.506s,    000h 15m 26.777s
330,    1544,    928321,    000h 00m 01.544s,    000h 15m 28.321s
331,    1687,    930008,    000h 00m 01.687s,    000h 15m 30.008s
332,    1665,    931673,    000h 00m 01.665s,    000h 15m 31.673s
333,    1558,    933231,    000h 00m 01.558s,    000h 15m 33.231s
334,    1732,    934963,    000h 00m 01.732s,    000h 15m 34.963s
335,    1485,    936448,    000h 00m 01.485s,    000h 15m 36.448s
336,    1652,    938100,    000h 00m 01.652s,    000h 15m 38.100s
337,    1485,    939585,    000h 00m 01.485s,    000h 15m 39.585s
338,    1670,    941255,    000h 00m 01.670s,    000h 15m 41.255s
339,    1556,    942811,    000h 00m 01.556s,    000h 15m 42.811s
340,    1714,    944525,    000h 00m 01.714s,    000h 15m 44.525s
341,    1684,    946209,    000h 00m 01.684s,    000h 15m 46.209s
342,    1584,    947793,    000h 00m 01.584s,    000h 15m 47.793s
343,    1571,    949364,    000h 00m 01.571s,    000h 15m 49.364s
344,    1446,    950810,    000h 00m 01.446s,    000h 15m 50.810s
345,    1593,    952403,    000h 00m 01.593s,    000h 15m 52.403s
346,    1481,    953884,    000h 00m 01.481s,    000h 15m 53.884s
347,    1492,    955376,    000h 00m 01.492s,    000h 15m 55.376s
348,    1675,    957051,    000h 00m 01.675s,    000h 15m 57.051s
349,    1571,    958622,    000h 00m 01.571s,    000h 15m 58.622s
350,    1670,    960292,    000h 00m 01.670s,    000h 16m 00.292s
351,    1492,    961784,    000h 00m 01.492s,    000h 16m 01.784s
352,    1382,    963166,    000h 00m 01.382s,    000h 16m 03.166s
353,    1409,    964575,    000h 00m 01.409s,    000h 16m 04.575s
354,    1458,    966033,    000h 00m 01.458s,    000h 16m 06.033s
355,    1574,    967607,    000h 00m 01.574s,    000h 16m 07.607s
356,    1701,    969308,    000h 00m 01.701s,    000h 16m 09.308s
357,    1539,    970847,    000h 00m 01.539s,    000h 16m 10.847s
358,    1650,    972497,    000h 00m 01.650s,    000h 16m 12.497s
