pass,    time (ms),    total time (ms),    time,     total_time
351,    1583,    580064,    000h 00m 01.583s,    000h 09m 40.064s
352,    1591,    581655,    000h 00m 01.591s,    000h 09m 41.655s
353,    1782,    583437,    000h 00m 01.782s,    000h 09m 43.437s
354,    1670,    585107,    000h 00m 01.670s,    000h 09m 45.107s
355,    1771,    586878,    000h 00m 01.771s,    000h 09m 46.878s
356,    1738,    588616,    000h 00m 01.738s,    000h 09m 48.616s
357,    1650,    590266,    000h 00m 01.650s,    000h 09m 50.266s
358,    1623,    591889,    000h 00m 01.623s,    000h 09m 51.889s
359,    1577,    593466,    000h 00m 01.577s,    000h 09m 53.466s
360,    1510,    594976,    000h 00m 01.510s,    000h 09m 54.976s
361,    1607,    596583,    000h 00m 01.607s,    000h 09m 56.583s
362,    1765,    598348,    000h 00m 01.765s,    000h 09m 58.348s
363,    1548,    599896,    000h 00m 01.548s,    000h 09m 59.896s
364,    1572,    601468,    000h 00m 01.572s,    000h 10m 01.468s
365,    1707,    603175,    000h 00m 01.707s,    000h 10m 03.175s
366,    1618,    604793,    000h 00m 01.618s,    000h 10m 04.793s
367,    1751,    606544,    000h 00m 01.751s,    000h 10m 06.544s
368,    1719,    608263,    000h 00m 01.719s,    000h 10m 08.263s
369,    1739,    610002,    000h 00m 01.739s,    000h 10m 10.002s
370,    1768,    611770,    000h 00m 01.768s,    000h 10m 11.770s
371,    1371,    613141,    000h 00m 01.371s,    000h 10m 13.141s
372,    1592,    614733,    000h 00m 01.592s,    000h 10m 14.733s
373,    1634,    616367,    000h 00m 01.634s,    000h 10m 16.367s
374,    1672,    618039,    000h 00m 01.672s,    000h 10m 18.039s
375,    1544,    619583,    000h 00m 01.544s,    000h 10m 19.583s
376,    1581,    621164,    000h 00m 01.581s,    000h 10m 21.164s
377,    1619,    622783,    000h 00m 01.619s,    000h 10m 22.783s
378,    1728,    624511,    000h 00m 01.728s,    000h 10m 24.511s
379,    1558,    626069,    000h 00m 01.558s,    000h 10m 26.069s
380,    1596,    627665,    000h 00m 01.596s,    000h 10m 27.665s
381,    1744,    629409,    000h 00m 01.744s,    000h 10m 29.409s
382,    1343,    630752,    000h 00m 01.343s,    000h 10m 30.752s
383,    1679,    632431,    000h 00m 01.679s,    000h 10m 32.431s
384,    1767,    634198,    000h 00m 01.767s,    000h 10m 34.198s
385,    1358,    635556,    000h 00m 01.358s,    000h 10m 35.556s
386,    1479,    637035,    000h 00m 01.479s,    000h 10m 37.035s
387,    1573,    638608,    000h 00m 01.573s,    000h 10m 38.608s
388,    1738,    640346,    000h 00m 01.738s,    000h 10m 40.346s
389,    1586,    641932,    000h 00m 01.586s,    000h 10m 41.932s
390,    1599,    643531,    000h 00m 01.599s,    000h 10m 43.531s
391,    1724,    645255,    000h 00m 01.724s,    000h 10m 45.255s
392,    1547,    646802,    000h 00m 01.547s,    000h 10m 46.802s
393,    1682,    648484,    000h 00m 01.682s,    000h 10m 48.484s
394,    1624,    650108,    000h 00m 01.624s,    000h 10m 50.108s
395,    1746,    651854,    000h 00m 01.746s,    000h 10m 51.854s
396,    1718,    653572,    000h 00m 01.718s,    000h 10m 53.572s
397,    1659,    655231,    000h 00m 01.659s,    000h 10m 55.231s
398,    1709,    656940,    000h 00m 01.709s,    000h 10m 56.940s
399,    1303,    658243,    000h 00m 01.303s,    000h 10m 58.243s
400,    1602,    659845,    000h 00m 01.602s,    000h 10m 59.845s
401,    1722,    661567,    000h 00m 01.722s,    000h 11m 01.567s
402,    1641,    663208,    000h 00m 01.641s,    000h 11m 03.208s
403,    1681,    664889,    000h 00m 01.681s,    000h 11m 04.889s
404,    1775,    666664,    000h 00m 01.775s,    000h 11m 06.664s
405,    1672,    668336,    000h 00m 01.672s,    000h 11m 08.336s
406,    1710,    670046,    000h 00m 01.710s,    000h 11m 10.046s
407,    1569,    671615,    000h 00m 01.569s,    000h 11m 11.615s
